Açao Orçamentária;Categoria de Programação;Unidade Administrativa;Despesa Agregada;Plano Interno;GND;Elemento;Subelemento;Item de Despesa;Proposta UA-1;Proposta Final
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ADICIONAL DE LIMPEZA E CONSERVAÇÃO;FUN LIMPEZ;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.02 - LIMPEZA E CONSERVAÇÃO;LIMPEZA E CONSERVAÇÃO;200.000,00;141.935,40
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;FOLDERS IMPRESSOS MATERIA ELEITORAL;2.125,50;2.125,50
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;INSTRUÇÕES PARA MESÁRIO;86,11;86,11
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;MATERIAL DE EXPEDIENTE;29.912,17;29.912,17
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ADICIONAL DE SERVIÇOS DE ÁGUA E ESGOTO;FUN AGUA;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.44 - SERVIÇOS DE ÁGUA E ESGOTO;SERVIÇOS DE AGUA E ESGOTO;6.000,00;6.000,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ADICIONAL DE SERVIÇOS DE COMUNICAÇÃO EM GERAL;FUN COMUNI;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.30 - MATERIAL PARA COMUNICAÇÕES;MATERIAL PARA COMUNICAÇÕES;430,10;430,10
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ADICIONAL DE SERVIÇOS DE COMUNICAÇÃO EM GERAL;FUN COMUNI;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.47 - SERVIÇOS DE COMUNICAÇÃO EM GERAL;DESPESAS COM POSTAGENS, CORRESPONDÊNCIAS E ENCOMENDAS;2.122,45;2.122,45
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ADICIONAL DE SERVIÇOS DE TRANSPORTE;FUN TRANSP;33 - OUTRAS DESPESAS CORRENTES;33.90.33 - PASSAGENS E DESPESAS COM LOCOMOÇÃO;3390.33.09 - TRANSPORTE DE SERVIDORES;SERVIÇOS DE TRANSPORTE DE SERVIDORES;45.000,00;45.000,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ADICIONAL DE SERVIÇOS DE TRANSPORTE;FUN TRANSP;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.74 - FRETES E TRANSPORTE DE ENCOMENDAS;FRETES E TRANSPORTES DE ENCOMENDAS;12.000,00;0,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ADICIONAL DE VIGILÂNCIA;FUN VIGILA;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.03 - VIGILÂNCIA OSTENSIVA;LOCAÇÃO DE MÃO-DE-OBRA DE VIGILÂNCIA;40.000,00;41.358,53
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;SERVIÇOS AUXILIARES;FUN SERAUX;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.01 - APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;TÉCNICO EM ELETRICIDADE;86.500,00;58.200,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;SERVIÇOS AUXILIARES;FUN SERAUX;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.02 - LIMPEZA E CONSERVAÇÃO;AUXILIAR DE SERVIÇOS GERAIS;73.118,00;0,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;AÇÕES EDUCATIVAS;DIV ACOEDU;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.59 - MATERIAL PARA DIVULGAÇÃO;CONFECÇÃO DE CARTAZES;3.872,00;3.872,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;MATERIAL PARA DIVULGAÇÃO;DIV MATER;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.59 - MATERIAL PARA DIVULGAÇÃO;FAIXAS SINALIZADORAS DE LOCAIS DE VOTAÇÃO;8.169,84;8.169,84
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;LOCAÇÃO DE MOBÍLIA E UTENSÍLIO P/ LOCAIS DE VOTAÇÃO 1º TURNO;LVO LOCMOB1;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.14 - LOCAÇÃO DE BENS MÓVEIS DE OUTRAS NATUREZAS E INTAN;LOCAÇÃO DE MESAS E CADEIRAS;5.606,00;5.606,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;LOCAÇÃO DE MOBÍLIA E UTENSÍLIO P/ LOCAIS DE VOTAÇÃO 2º TURNO;LVO LOCMOB2;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.14 - LOCAÇÃO DE BENS MÓVEIS DE OUTRAS NATUREZAS E INTAN;LOCAÇÃO DE MESAS E CADEIRAS;5.606,00;5.606,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;REPAROS E ADAPTAÇÕES DOS LOCAIS DE VOTAÇÃO E APURAÇÃO;LVO REPADA;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.24 - MATERIAL PARA MANUTENÇÃO DE BENS IMÓVEIS;MATERIAL PARA MANUTENÇÃO DE BENS IMÓVEIS;8.000,00;8.000,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;FORNECIMENTO ALIMENTAÇÃO MESÁRIOS E ESCRUTINADORES 1º TURNO;MES ALIMEN1;33 - OUTRAS DESPESAS CORRENTES;33.90.48 - OUTROS AUXÍLIOS FINANCEIROS A PESSOAS FÍSICAS;3390.48.01 - AUXÍLIO A PESSOAS FÍSICAS;AUXÍLIO ALIMENTAÇÃO EM ESPÉCIE;36.559,00;29.550,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;FORNECIMENTO ALIMENTAÇÃO MESÁRIOS E ESCRUTINADORES 2º TURNO;MES ALIMEN2;33 - OUTRAS DESPESAS CORRENTES;33.90.48 - OUTROS AUXÍLIOS FINANCEIROS A PESSOAS FÍSICAS;3390.48.01 - AUXÍLIO A PESSOAS FÍSICAS;AUXÍLIO ALIMENTAÇÃO EM ESPÉCIE;36.559,00;29.550,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;TREINAMENTO DE MESÁRIOS;MES TREINA;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.48 - SERVIÇO DE SELEÇÃO E TREINAMENTO;SERVICOS PRESTADOS NAS AREAS DE TREINAMENTO;65.000,00;0,00
TOTAL;;;;;;;;;1.315.000,62;899.627,00
