Açao Orçamentária;Categoria de Programação;Unidade Administrativa;Despesa Agregada;Plano Interno;GND;Elemento;Subelemento;Item de Despesa;Proposta UA-1;Proposta Final
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CAMS - COORDENADORIA DE ASSISTENCIA MEDICA E SOCIAL;EVENTOS;AOSA EVENTO;33 - OUTRAS DESPESAS CORRENTES;33.90.36 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;3390.36.28 - SERVIÇO DE SELEÇÃO E TREINAMENTO;PALESTRANTE;25.680,00;14.376,32
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CAMS - COORDENADORIA DE ASSISTENCIA MEDICA E SOCIAL;APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;AOSA APOIO;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.01 - APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;ATENDENTES PARA CONSULTÓRIO ODONTOLÓGICO;59.143,35;44.564,51
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CAMS - COORDENADORIA DE ASSISTENCIA MEDICA E SOCIAL;EVENTOS;AOSA EVENTO;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.22 - EXPOSIÇÕES, CONGRESSOS E CONFERÊNCIAS;SERVICOS UTILIZADOS NA INSTALACAO E MANUTENCAO DE EVENTOS;6.527,00;6.527,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CAMS - COORDENADORIA DE ASSISTENCIA MEDICA E SOCIAL;APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;AOSA APOIO;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.46 - SERVIÇOS DOMÉSTICOS;SERVIÇOS DE LAVANDERIA;6.433,56;4.865,70
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;COMBUSTÍVEIS;AOSA COMBUS;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.01 - COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;COMBUSTÍVEIS E LUBRIFICANTES AUTOMOTIVOS;166.626,18;126.627,18
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MATERIAL DE CONSUMO;AOSA CONSUM;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.04 - GAS ENGARRAFADO;GÁS E OUTROS MATERIAIS ENGARRAFADOS;11.690,00;11.690,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;ALIMENTAÇÃO;AOSA ALIMEN;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.07 - GENEROS DE ALIMENTAÇÃO;PRODUTOS ALIMENTÍCIOS;48.000,00;48.000,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MATERIAL DE CONSUMO;AOSA CONSUM;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;CARIMBOS DIVERSOS;6.360,00;6.360,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MATERIAL PARA MANUTENÇÃO DE BENS MÓVEIS;AOSA MATMOV;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.25 - MATERIAL PARA MANUTENÇÃO DE BENS MÓVEIS;MATERIAL PARA MANUTENÇÃO DE BENS MÓVEIS;4.200,00;4.200,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO E LEGALIZAÇÃO DE VEÍCULOS;AOSA MANVEI;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.39 - MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;40.930,00;38.430,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;AOSA APOIO;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.01 - APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;AUXILIAR DE SERVIÇOS GERAIS;1.008.771,96;738.771,96
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;AOSA APOIO;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.01 - APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;MOTORISTA;1.205.195,79;855.195,79
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;AOSA APOIO;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.01 - APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;OPERADOR DE SOM;235.248,72;179.261,05
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;AOSA APOIO;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.01 - APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;PORTEIROS;698.806,56;598.806,56
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;LIMPEZA E CONSERVAÇÃO;AIEF LIMPEZ;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.02 - LIMPEZA E CONSERVAÇÃO;LIMPEZA E CONSERVAÇÃO;2.341.311,48;2.126.311,48
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;VIGILÂNCIA;AIEF VIGILA;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.03 - VIGILÂNCIA OSTENSIVA;VIGILÂNCIA OSTENSIVA;1.148.987,52;1.148.987,52
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO PREDIAL;AIEF MANPRE;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.04 - MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;LOCAÇÃO DE MÃO-DE-OBRA;328.407,12;328.407,12
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;SERVIÇOS DE COPA E COZINHA;AOSA COZINH;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.05 - SERVIÇOS DE COPA E COZINHA;SERVIÇOS DE COPEIRAGEM E GARÇOM;322.927,56;322.927,56
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;LOCAÇÃO DE MÁQUINAS, EQUIPAMENTOS E BENS MÓVEIS;AOSA LOCMAQ;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.12 - LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS;LOCAÇÃO DE EQUIPAMENTOS DIVERSOS;12.000,00;12.000,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO PREDIAL;AIEF MANPRE;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.16 - MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;SERVIÇOS DE MANUTENÇÃO DAS INSTALAÇÕES DE IMÓVEL;231.000,00;71.100,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO PREDIAL;AIEF MANPRE;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.16 - MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;SERVICOS DE PINTURA;106.699,92;106.700,92
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO PREDIAL;AIEF MANPRE;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.16 - MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;SERVICOS DE REPAROS, RECUPERACAO E ADAPTACAO DE BIOMBOS, CARPETES, DIVISORIAS E LAMBRIS;109.992,00;82.900,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E EQUIPAMENTOS;AOSA MANMAQ;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.17 - MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E  EQUIPAMENT;MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E EQUIPAMENTOS;48.010,00;48.010,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E EQUIPAMENTOS;AOSA MANMAQ;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.17 - MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E  EQUIPAMENT;SERVIÇOS DE MANUTENÇÃO DE APARELHOS DE AR CONDICIONADO E CENTRAIS DE AR;91.224,00;91.224,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E EQUIPAMENTOS;AOSA MANMAQ;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.17 - MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E  EQUIPAMENT;SERVIÇOS DE MANUTENÇÃO, CONSERVAÇÃO E REPAROS EM CENTRAL TELEFÔNICA;90.679,20;90.679,20
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;VIGILÂNCIA;AIEF VIGILA;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.17 - MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E  EQUIPAMENT;MANUTENÇÃO DO SISTEMA DE ALARME;35.347,20;35.347,20
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO E LEGALIZAÇÃO DE VEÍCULOS;AOSA MANVEI;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.19 - MANUTENÇÃO E CONSERVAÇÃO DE VEÍCULOS;SERVIÇOS DE MANUTENÇÃO DE VEÍCULOS;65.000,00;47.500,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;ENERGIA ELÉTRICA;AIEF ENERGI;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.43 - SERVIÇOS DE ENERGIA ELÉTRICA;SERVIÇOS DE ENERGIA ELETRICA;579.600,00;579.600,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;SERVIÇOS DE ÁGUA E ESGOTO;AIEF AGUA;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.44 - SERVIÇOS DE ÁGUA E ESGOTO;SERVIÇOS DE AGUA E ESGOTO;200.000,00;200.000,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;AOSA APOIO;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.46 - SERVIÇOS DOMÉSTICOS;SERVIÇOS DE LAVANDERIA;5.460,00;4.128,85
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;SERVIÇOS DE COMUNICAÇÃO EM GERAL;AOSA COMUNI;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.47 - SERVIÇOS DE COMUNICAÇÃO EM GERAL;CONTRATOS E.C.T;80.400,00;80.400,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;TELEFONIA;AOSA TELEFO;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.58 - SERVIÇOS DE TELECOMUNICAÇÕES;LOCACAO DE LINHAS CELULARES;63.870,24;48.870,24
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;TELEFONIA;AOSA TELEFO;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.58 - SERVIÇOS DE TELECOMUNICAÇÕES;SERVIÇO DE TELEFONIA FIXA;276.000,00;247.754,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;SEGUROS EM GERAL;AOSA SEGURO;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.69 - SEGUROS EM GERAL;SEGURO GERAL DOS VEÍCULOS;7.693,00;7.693,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;AOSA APOIO;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.75 - SERVIÇO DE INCINERAÇÃO/DESTRUIÇÃO DE MATERIAL;SERVIÇO DE INCINERAÇÃO, DESTRUIÇÃO E DEMOLIÇÃO;4.224,00;3.195,78
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;TRIBUTOS, MULTAS E JUROS;AOSA TRIBUT;33 - OUTRAS DESPESAS CORRENTES;33.90.47 - OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;3390.47.10 - TAXAS;TAXA DE LICENCIAMENTO DE VEÍCULOS AUTOMOTORES;3.812,00;3.812,00
