Açao Orçamentária;Categoria de Programação;Unidade Administrativa;Despesa Agregada;Plano Interno;GND;Elemento;Subelemento;Item de Despesa;Proposta UA-1;Proposta Final
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;ADICIONAL DE COMBUSTÍVEIS;FUN COMBUS;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.01 - COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;ALCOOL AUTOMOTIVO;15.573,60;15.573,60
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;ADICIONAL DE COMBUSTÍVEIS;FUN COMBUS;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.01 - COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;DIESEL COMBUSTÍVEL;3.528,00;3.528,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;ADICIONAL DE COMBUSTÍVEIS;FUN COMBUS;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.01 - COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;GASOLINA AUTOMOTIVA COMUM;25.000,00;25.000,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;ADICIONAL DE DESPESAS COM TELEFONIA;FUN TELEFO;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.58 - SERVIÇOS DE TELECOMUNICAÇÕES;TARIFAS TELEFÔNICAS;176.786,25;176.786,25
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;ADICIONAL DE ENERGIA ELÉTRICA;FUN ENERGI;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.43 - SERVIÇOS DE ENERGIA ELÉTRICA;SERVIÇOS DE ENERGIA ELETRICA;100.000,00;100.000,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;ADICIONAL DE SERVIÇOS DE ÁGUA E ESGOTO;FUN AGUA;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.44 - SERVIÇOS DE ÁGUA E ESGOTO;SERVIÇOS DE AGUA E ESGOTO;40.000,00;40.000,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;AQUIS. E LOCAÇÃO DE MOBILIÁRIO E UTENSÍLIOS P/ LOCAIS VOT.;LVO AQUMOB;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.14 - LOCAÇÃO DE BENS MÓVEIS DE OUTRAS NATUREZAS E INTAN;LOCAÇÃO DE MESAS E CADEIRAS;12.000,00;12.000,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;CONVOCAÇÃO DE MESÁRIOS;MES CONVOC;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.47 - SERVIÇOS DE COMUNICAÇÃO EM GERAL;CONTRATOS E.C.T;177.420,14;177.420,14
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SECOS - SEÇÃO DE COMUNICAÇÃO;SERVIÇOS DE DIVULGAÇÃO;DIV SERVIC;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.88 - SERVIÇOS DE PUBLICIDADE E PROPAGANDA;SERVIÇOS DE PUBLICIDADE E PROPAGANDA;70.200,00;34.200,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SECOS - SEÇÃO DE COMUNICAÇÃO;SERVIÇOS DE IMPRESSÃO GRÁFICA;MAT SERIMP;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.63 - SERVIÇOS GRÁFICOS;SERVICOS UTILIZADOS NA IMPRESSAO DE JORNAIS, BOLETINS, ENCARTES, FOLDERS E ASSEMELHADOS;120.000,00;93.000,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SGP - SECRETARIA DE GESTAO DE PESSOAS;SERVIÇOS DE DIVULGAÇÃO;DIV SERVIC;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.59 - SERVIÇOS DE AUDIO, VÍDEO E FOTO;SERVIÇOS DE FILMAGEM, PRODUÇÃO E EDIÇÃO DE VÍDEOS;50.000,00;23.200,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SGP - SECRETARIA DE GESTAO DE PESSOAS;DESPESAS COM ALIMENTAÇÃO;REV ALIMEN;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.41 - FORNECIMENTO DE ALIMENTAÇÃO;SERVIÇOS DE FORNECIMENTO  DE LANCHES;750.435,00;578.500,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SGP - SECRETARIA DE GESTAO DE PESSOAS;TREINAMENTOS;TRE TREINA;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;MATERIAL DE EXPEDIENTE;456,00;456,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SGP - SECRETARIA DE GESTAO DE PESSOAS;TREINAMENTOS;TRE TREINA;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;PASTA EM PAPEL KRAFT NATURAL;2.280,00;2.280,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SGP - SECRETARIA DE GESTAO DE PESSOAS;TREINAMENTOS;TRE TREINA;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.17 - MATERIAL DE PROCESSAMENTO DE DADOS;DVD RW;3.420,00;3.420,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SJU - SECRETARIA JUDICIARIA;ADICIONAL DE APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;FUN APOIO;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.05 - SERVIÇOS TÉCNICOS PROFISSIONAIS;SERVIÇOS DE TRANSCRIÇÃO;75.000,00;75.000,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SJU - SECRETARIA JUDICIARIA;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;CAPA DE AUTUAÇÃO DE PROCESSOS;52.320,00;37.321,60
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SJU - SECRETARIA JUDICIARIA;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;CARTUCHO DE TONER;1.564,00;1.564,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SJU - SECRETARIA JUDICIARIA;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;ENVELOPE KRAFT;136,00;136,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SJU - SECRETARIA JUDICIARIA;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;ETIQUETA ADESIVA DIVERSOS FORMATOS;300,00;300,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SJU - SECRETARIA JUDICIARIA;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;FITA ADESIVA COLORIDA;43,44;43,44
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SJU - SECRETARIA JUDICIARIA;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;PAPEL  A4;1.500,00;1.500,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SJU - SECRETARIA JUDICIARIA;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;PASTA EM POLIETILENO;480,00;480,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SJU - SECRETARIA JUDICIARIA;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;PRENDEDOR PARA PROCESSOS;300,00;300,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SJU - SECRETARIA JUDICIARIA;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.19 - MATERIAL DE ACONDICIONAMENTO E EMBALAGENS;CAIXA PLÁSTICA;93,00;93,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SJU - SECRETARIA JUDICIARIA;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.19 - MATERIAL DE ACONDICIONAMENTO E EMBALAGENS;SACO PLASTICO TRANSPARENTE INCOLOR PARA PROCESSO;24,00;22,40
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SJU - SECRETARIA JUDICIARIA;AQUISIÇÃO DE SUPRIMENTOS E ACESSÓRIOS DE INFORMÁTICA;MAT AQUINF;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.17 - MATERIAL DE PROCESSAMENTO DE DADOS;CD GRAVAVEL;70,00;70,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;SJU - SECRETARIA JUDICIARIA;FRETES E TRANSPORTES DE ENCOMENDAS;MAT TRAENC;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.47 - SERVIÇOS DE COMUNICAÇÃO EM GERAL;CONTRATOS E.C.T;8.100,00;8.100,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;STI - SECRETARIA DE TECNOLOGIA DA INFORMAÇAO;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;PAPEL  A4;1.000,00;800,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;STI - SECRETARIA DE TECNOLOGIA DA INFORMAÇAO;LOCAÇÃO DE LINHAS TELEFÔNICAS PARA OS LOCAIS DE VOTAÇÃO;LVO LOCTEL;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.58 - SERVIÇOS DE TELECOMUNICAÇÕES;SERVIÇOS DE TELECOMUNICAÇÕES;23.040,00;23.040,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;STI - SECRETARIA DE TECNOLOGIA DA INFORMAÇAO;MANUTENÇÃO DE SOFTWARES;SEL MANSOF;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.57 - SERVIÇOS DE PROCESSAMENTO DE DADOS;SERVIÇOS DE PROCESSAMENTO DE DADOS;600.000,00;0,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE LIMPEZA E CONSERVAÇÃO;FUN LIMPEZ;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.22 - MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÇÃO;ÁGUA SANITÁRIA;105,00;105,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE LIMPEZA E CONSERVAÇÃO;FUN LIMPEZ;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.22 - MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÇÃO;ÁLCOOL ISOPROPÍLICO;12,78;12,78
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE LIMPEZA E CONSERVAÇÃO;FUN LIMPEZ;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.22 - MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÇÃO;DESINFETANTE LIQUIDO;152,80;152,80
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE LIMPEZA E CONSERVAÇÃO;FUN LIMPEZ;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.22 - MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÇÃO;DETERGENTE;146,32;146,32
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE LIMPEZA E CONSERVAÇÃO;FUN LIMPEZ;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.22 - MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÇÃO;ESPONJA DUPLA FACE;9,88;9,88
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE LIMPEZA E CONSERVAÇÃO;FUN LIMPEZ;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.22 - MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÇÃO;MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO;1.902,30;1.902,30
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE LIMPEZA E CONSERVAÇÃO;FUN LIMPEZ;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.22 - MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÇÃO;PANO DE CHÃO;153,30;153,30
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE LIMPEZA E CONSERVAÇÃO;FUN LIMPEZ;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.22 - MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÇÃO;PAPEL HIGIÊNICO;1.578,00;1.578,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE LIMPEZA E CONSERVAÇÃO;FUN LIMPEZ;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.22 - MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÇÃO;PAPEL TOALHA;1.109,70;1.109,70
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE LIMPEZA E CONSERVAÇÃO;FUN LIMPEZ;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.22 - MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÇÃO;SABÃO EM PÓ;195,81;195,81
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE LIMPEZA E CONSERVAÇÃO;FUN LIMPEZ;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.22 - MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÇÃO;SABONETE LÍQUIDO;90,74;90,74
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE LIMPEZA E CONSERVAÇÃO;FUN LIMPEZ;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.22 - MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÇÃO;SPRAY LIMPA CONTATOS;20,28;20,28
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;BOBINA DE PAPEL PARA FAC-SIMILE;29,81;29,81
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;BORRACHA PLASTICA;8,10;8,10
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;CANETA ESFEROGRAFICA;580,00;576,75
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;CARTUCHO DE TONER;2.856,00;2.856,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;CLIPES;61,95;61,95
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;COLA BRANCA;29,40;29,40
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;VPCRE - VICE-PRESIDÊNCIA E CORREGEDORIA;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;ENVELOPE KRAFT;204,00;204,00
