Açao Orçamentária;Categoria de Programação;Unidade Administrativa;Despesa Agregada;Plano Interno;GND;Elemento;Subelemento;Item de Despesa;Proposta UA-1;Proposta Final
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CAMS - COORDENADORIA DE ASSISTENCIA MEDICA E SOCIAL;APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;AOSA APOIO;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.05 - SERVIÇOS TÉCNICOS PROFISSIONAIS;SERVIÇOS DE GINÁSTICA LABORAL;126.000,00;0,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CAMS - COORDENADORIA DE ASSISTENCIA MEDICA E SOCIAL;EVENTOS;AOSA EVENTO;33 - OUTRAS DESPESAS CORRENTES;33.90.36 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;3390.36.28 - SERVIÇO DE SELEÇÃO E TREINAMENTO;PALESTRANTE;17.120,00;5.000,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CAMS - COORDENADORIA DE ASSISTENCIA MEDICA E SOCIAL;EVENTOS;AOSA EVENTO;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.22 - EXPOSIÇÕES, CONGRESSOS E CONFERÊNCIAS;LOCAÇÃO DE AMBIENTE PARA REUNIÕES;0,00;0,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CAMS - COORDENADORIA DE ASSISTENCIA MEDICA E SOCIAL;MATERIAL DE CONSUMO MÉDICO E ODONTOLOGICO;AMO MATMEDO;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.09 - MATERIAL FARMACOLÓGICO;MATERIAL FARMACOLÓGICO DIVERSOS;49.970,00;34.970,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CAMS - COORDENADORIA DE ASSISTENCIA MEDICA E SOCIAL;MATERIAL DE CONSUMO MÉDICO E ODONTOLOGICO;AMO MATMEDO;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.10 - MATERIAL ODONTOLÓGICO;MATERIAL ODONTOLOGICO EM GERAL;24.815,07;19.815,07
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CAMS - COORDENADORIA DE ASSISTENCIA MEDICA E SOCIAL;MATERIAL DE CONSUMO MÉDICO E ODONTOLOGICO;AMO MATMEDO;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.36 - MATERIAL HOSPITALAR;MATERIAL HOSPITALAR DIVERSOS;28.683,28;13.683,28
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;ALIMENTAÇÃO;AOSA ALIMEN;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.07 - GENEROS DE ALIMENTAÇÃO;PRODUTOS ALIMENTÍCIOS;50.400,00;44.400,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;AOSA APOIO;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.01 - APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;AUXILIAR DE SERVIÇOS GERAIS;1.286.561,64;1.143.261,64
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;AOSA APOIO;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.01 - APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;MOTORISTA;1.606.447,79;565.746,10
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;AOSA APOIO;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.01 - APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;OPERADOR DE SOM;292.864,44;262.864,44
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;AOSA APOIO;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.01 - APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;PORTEIROS;980.303,01;885.303,01
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;AOSA APOIO;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.46 - SERVIÇOS DOMÉSTICOS;SERVIÇOS DE LAVANDERIA;30.108,00;17.108,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;AQUISIÇÃO DE SOFTWARE;AREA AQISOF;44 - INVESTIMENTOS;44.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;4490.39.93 - AQUISIÇÃO DE SOFTWARE;LICENÇA DE SOFTWARE;10.200,00;5.100,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;COMBUSTÍVEIS;AOSA COMBUS;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.01 - COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;COMBUSTÍVEIS;166.779,19;82.183,19
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;ENERGIA ELÉTRICA;AIEF ENERGI;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.43 - SERVIÇOS DE ENERGIA ELÉTRICA;SERVIÇOS DE ENERGIA ELETRICA;642.840,00;507.873,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;ENERGIA ELÉTRICA;AIEF ENERGI;33 - OUTRAS DESPESAS CORRENTES;33.90.47 - OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;3390.47.22 - CONTRIBUIÇÃO P/ CUSTEIO DE ILUMINAÇÃO PÚBLICA;CONTRIBUIÇÃO PARA CUSTEIO DE ILUMINAÇÃO PÚBLICA;51.360,00;48.860,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;FRETES E TRANSPORTE DE ENCOMENDAS;AOSA FRETES;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.74 - FRETES E TRANSPORTE DE ENCOMENDAS;SERVICOS DE FRETES E CARRETOS;0,00;140.000,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;LIMPEZA E CONSERVAÇÃO;AIEF LIMPEZ;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.02 - LIMPEZA E CONSERVAÇÃO;LIMPEZA E CONSERVAÇÃO;2.833.569,36;2.468.000,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;LOCAÇÃO DE MÁQUINAS, EQUIPAMENTOS E BENS MÓVEIS;AOSA LOCMAQ;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.12 - LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS;LOCAÇÃO DE EQUIPAMENTOS DIVERSOS;12.000,00;12.000,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E EQUIPAMENTOS;AOSA MANMAQ;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.17 - MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E  EQUIPAMENT;MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E EQUIPAMENTOS;93.804,44;46.434,44
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E EQUIPAMENTOS;AOSA MANMAQ;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.17 - MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E  EQUIPAMENT;SERVIÇOS DE MANUTENÇÃO DE APARELHOS DE AR CONDICIONADO E CENTRAIS DE AR;134.955,00;0,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E EQUIPAMENTOS;AOSA MANMAQ;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.17 - MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E  EQUIPAMENT;SERVIÇOS DE MANUTENÇÃO, CONSERVAÇÃO E REPAROS EM CENTRAL TELEFÔNICA;227.459,64;160.034,64
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO E LEGALIZAÇÃO DE VEÍCULOS;AOSA MANVEI;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.39 - MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;PEÇAS AUTOMOTIVAS DIVERSAS;53.100,00;33.100,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO E LEGALIZAÇÃO DE VEÍCULOS;AOSA MANVEI;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.19 - MANUTENÇÃO E CONSERVAÇÃO DE VEÍCULOS;SERVIÇOS DE MANUTENÇÃO DE VEÍCULOS;46.900,00;16.900,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO E LEGALIZAÇÃO DE VEÍCULOS;AOSA MANVEI;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.69 - SEGUROS EM GERAL;SEGURO OBRIGATORIO DE VEICULOS;8.000,00;8.000,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO E LEGALIZAÇÃO DE VEÍCULOS;AOSA MANVEI;33 - OUTRAS DESPESAS CORRENTES;33.90.47 - OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;3390.47.10 - TAXAS;TAXA DE LICENCIAMENTO DE VEÍCULOS AUTOMOTORES;4.050,00;4.050,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO PREDIAL;AIEF MANPRE;33 - OUTRAS DESPESAS CORRENTES;33.90.37 - LOCAÇÃO DE MÃO DE OBRA;3390.37.04 - MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;LOCAÇÃO DE MÃO-DE-OBRA;494.851,24;369.851,24
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO PREDIAL;AIEF MANPRE;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.16 - MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;SERVIÇOS DE MANUTENÇÃO DAS INSTALAÇÕES DE IMÓVEL;131.913,42;131.913,42
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO PREDIAL;AIEF MANPRE;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.16 - MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;SERVICOS DE PINTURA;400.000,00;0,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO PREDIAL;AIEF MANPRE;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.16 - MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;SERVICOS DE REPAROS E REFORMAS DE IMOVEIS EM GERAL;208.000,00;59.999,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO PREDIAL;AIEF MANPRE;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.16 - MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;SERVICOS DE REPAROS, RECUPERACAO E ADAPTACAO DE BIOMBOS, CARPETES, DIVISORIAS E LAMBRIS;100.000,00;100.000,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO PREDIAL;AIEF MANPRE;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.17 - MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E  EQUIPAMENT;MANUTENÇÃO DE BOMBAS HIDRÁULICAS;7.000,00;7.000,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO PREDIAL;AIEF MANPRE;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.17 - MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E  EQUIPAMENT;SERVIÇOS DE MANUTENÇÃO DE APARELHOS DE AR CONDICIONADO E CENTRAIS DE AR;40.000,00;133.000,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MANUTENÇÃO PREDIAL;AIEF MANPRE;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.20 - MANUT. E CONS. DE BENS MÓVEIS DE OUTR. NATUREZAS;MANUTENÇÃO DE PERSIANAS;5.000,00;5.000,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MATERIAL DE CONSUMO;AOSA CONSUM;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.04 - GAS ENGARRAFADO;GÁS E OUTROS MATERIAIS ENGARRAFADOS;7.800,00;4.780,00
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;CSEG - COORDENADORIA DE SERVIÇOS GERAIS;MATERIAL DE CONSUMO;AOSA CONSUM;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;CARIMBOS DIVERSOS;11.850,00;8.050,00
